0,0.020872332459752903
1,0.02099712966429552
2,0.02134032197678772
3,0.02105952826656683
4,0.020217147135904157
5,0.022182703107450394
6,0.02065393735180332
7,0.020029951329090228
8,0.020965930363159864
9,0.020279545738175465
10,0.020778734556345938
11,0.020123549232497193
12,0.0188131785847997
13,0.01990515412454761
14,0.019842755522276302
15,0.021184325471109447
16,0.020747535255210284
17,0.02046674154498939
18,0.02031074503931112
19,0.019686759016598027
20,0.019873954823411956
21,0.02099712966429552
22,0.0201859478347685
23,0.020716335954074627
24,0.021745912891551228
25,0.02208910520404343
26,0.02149631848246599
27,0.019281168101834518
28,0.019686759016598027
29,0.020217147135904157
30,0.021558717084737302
31,0.021090727567702482
32,0.021309122675652065
33,0.020341944340446776
34,0.02046674154498939
35,0.020497940846125048
36,0.02009234993136154
37,0.021558717084737302
38,0.019530762510919755
39,0.019655559715462373
40,0.0201859478347685
41,0.01978035692000499
42,0.02112192686883814
43,0.019468363908648447
44,0.01806439535754399
45,0.01875077998252839
46,0.019593161113191065
47,0.019468363908648447
48,0.020716335954074627
